grid_id,lat,lon,google_maps_link,forest_pct,ndvi,ndmi,health_class,moisture_class_calibrated,ndvi_trend_class,ndmi_trend_class,hansen_loss_pct,fire_count,fire_detected,repeated_fire_count,final_priority,ecological_watch_level,field_verification_required,carbon_engine_version,carbon_engine_run_time,carbon_opportunity_score,carbon_opportunity_class,carbon_zone_class,carbon_reason,carbon_recommendation,field_verification_required,carbon_zone_layman_note,carbon_field_verification_status,carbon_hard_block,carbon_hard_block_reason,carbon_priority_rank,carbon_opportunity_rank,carbon_stock_ton,carbon_stock_co2e_ton,carbon_change_co2e_ton,forest_area_for_carbon_ha,carbon_claim_status
GD-36-26,24.827883608170467,87.36237428511207,"https://www.google.com/maps?q=24.827883608170467,87.36237428511207",87.20208297308938,0.7097457755931245,0.2407094491654199,HEALTHY,GOOD_MOISTURE,IMPROVING,IMPROVING,3.03,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,88.8,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 88.8/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5088.8,5088.8,2410.645,8839.031,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-00-30,24.504491585170893,87.40197795076858,"https://www.google.com/maps?q=24.504491585170893,87.40197795076858",85.47973153521906,0.6386409142352749,0.1707865249771983,HEALTHY,GOOD_MOISTURE,IMPROVING,IMPROVING,0.45,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,88.8,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 88.8/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5088.8,5088.8,3692.241,13538.216,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-45-34,24.90873161391707,87.44158161640036,"https://www.google.com/maps?q=24.90873161391707,87.44158161640036",91.00939334637955,0.6900256459663731,0.2087963278007874,HEALTHY,GOOD_MOISTURE,IMPROVING,IMPROVING,1.84,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,88.8,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 88.8/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5088.8,5088.8,3360.496,12321.819,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-34-26,24.809917384670904,87.36237428511261,"https://www.google.com/maps?q=24.809917384670904,87.36237428511261",97.7989745246476,0.7193860532296258,0.2607725714388524,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,1.2,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,2492.462,9139.029,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-35-26,24.818900496420685,87.36237428511235,"https://www.google.com/maps?q=24.818900496420685,87.36237428511235",98.59649085354792,0.7166753212045747,0.2531251237904534,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,1.77,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,3295.937,12085.102,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-33-27,24.800934272921,87.37227520152432,"https://www.google.com/maps?q=24.800934272921,87.37227520152432",97.74104171536794,0.7192326950214715,0.2604143473067223,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,4.45,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,2918.17,10699.955,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-57-36,25.016528954911987,87.46138344921884,"https://www.google.com/maps?q=25.016528954911987,87.46138344921884",94.57473759117605,0.6924767957156666,0.2570698005858942,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.16,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,3060.711,11222.608,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-39-34,24.854832943418867,87.44158161640235,"https://www.google.com/maps?q=24.854832943418867,87.44158161640235",98.84785625333568,0.7107752936992057,0.2544773198531925,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,4.01,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,2693.171,9874.961,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-46-38,24.91771472566623,87.48118528204536,"https://www.google.com/maps?q=24.91771472566623,87.48118528204536",92.03198152071263,0.7408659383299439,0.2792324897739806,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.84,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,3403.322,12478.849,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-32-27,24.79195116117119,87.3722752015246,"https://www.google.com/maps?q=24.79195116117119,87.3722752015246",86.95452766411657,0.7258512533200705,0.2685373483647279,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,1.23,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,2759.648,10118.709,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-33-28,24.80093427292091,87.38217611793576,"https://www.google.com/maps?q=24.80093427292091,87.38217611793576",98.85870760270971,0.7550887670107476,0.2978576033426098,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,1.7,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,3208.366,11764.01,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-36-28,24.827883608170254,87.38217611793489,"https://www.google.com/maps?q=24.827883608170254,87.38217611793489",94.65187308441422,0.7487388687137143,0.2773870445606988,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,4.86,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,3010.854,11039.797,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-31-27,24.782968049421367,87.37227520152489,"https://www.google.com/maps?q=24.782968049421367,87.37227520152489",91.23052837573388,0.730435848354659,0.2576020614083412,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,2.89,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.3,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.3/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.3,5087.3,2665.046,9771.837,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-26-32,24.73805249067155,87.4217797835837,"https://www.google.com/maps?q=24.73805249067155,87.4217797835837",99.42284291051416,0.687329921277937,0.2486877692691692,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.0,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.0/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.0,5087.0,4009.923,14703.052,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-68-43,25.115343184155147,87.5306898640932,"https://www.google.com/maps?q=25.115343184155147,87.5306898640932",96.35461919491864,0.659395751151124,0.2382119907432406,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.0,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.0/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.0,5087.0,4511.695,16542.882,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-27-32,24.747035602421438,87.42177978358339,"https://www.google.com/maps?q=24.747035602421434,87.42177978358339",96.07215797900729,0.6690160704096567,0.2352148715956299,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.0,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.0/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.0,5087.0,3640.466,13348.374,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
GD-44-40,24.89974850216664,87.50098711486879,"https://www.google.com/maps?q=24.899748502166638,87.50098711486879",94.07570915513357,0.6173046869192181,0.2080972384353483,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0,0,False,0,LOW,ROUTINE_MONITORING,False,FRIS_CARBON_OPPORTUNITY_ENGINE_V2_2026,2026-06-04 01:02:25 IST,87.0,CARBON_RECOVERY_OPPORTUNITY,CARBON_RECOVERY_OPPORTUNITY,"CARBON_RECOVERY_OPPORTUNITY: score 87.0/100 because of high forest cover, strong vegetation health, good moisture condition, improving historical trend.",Prioritize for restoration/CSR carbon planning after field verification.,YES,Forest condition is improving. This grid may be useful for restoration/CSR carbon planning after field verification.,FIELD_VERIFICATION_REQUIRED_BEFORE_CSR_OR_MRV_USE,NO,No hard block found for planning-level screening.,5087.0,5087.0,3152.756,11560.105,0.0,100.0,NOT_A_CERTIFIED_CARBON_CREDIT__PLANNING_AND_MRV_SUPPORT_ONLY
